0,0.166471735,0.20,0.25,0.333333333,0.40,0.5,0.60,0.666666667,0.75,0.80,1.00
0,0.17,,,0.33,,,,0.5,,,1
0,,0.17,,,0.5,,,,,0.67,1
0,,,,0.33,,,,0.67,,,1
0,,0.33,,,0.33,,0.67,,,0.67,1
0,,,,,,0.5,,,,,1
0,,0.6,,,0.4,,0.9,,,0.8,1
0,,0.17,,,0.5,,0.67,,,0.83,1
0,,,0.17,,,,,0.67,,,1
0,,,,,,0.67,,,,,1
0,,0.5,,,0.67,,0.83,,,0.83,1
0,,0.33,,,0.5,,0.5,,,0.5,1
0,,,,,,0.5,,,,,1
0,,,,0.5,,,,0.6,,,1
